"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County","Phone Number","Hospital Type","Hospital Ownership","Emergency Services"
"100177","CAPE CANAVERAL HOSPITAL","701 W COCOA BEACH CAUSEWAY","","","COCOA BEACH","FL","32932","BREVARD","3217997111","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","","","JACKSONVILLE","FL","32216","DUVAL","9043996111","Acute Care Hospitals","Proprietary","Yes"
"100180","ST PETERSBURG GENERAL HOSPITAL","6500 38TH AVE N","","","SAINT PETERSBURG","FL","33710","PINELLAS","7273841414","Acute Care Hospitals","Proprietary","Yes"
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","","","SOUTH MIAMI","FL","33143","MIAMI-DADE","3052847500","Acute Care Hospitals","Proprietary","Yes"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","","","CORAL GABLES","FL","33134","MIAMI-DADE","3054458461","Acute Care Hospitals","Proprietary","Yes"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","","","HIALEAH","FL","33016","MIAMI-DADE","3058235000","Acute Care Hospitals","Proprietary","Yes"
"100189","NORTHWEST MEDICAL CENTER","2801 N STATE RD 7","","","MARGATE","FL","33063","BROWARD","9549740400","Acute Care Hospitals","Proprietary","Yes"
"100191","MEDICAL CENTER OF TRINITY","9330 SR 54","","","TRINITY","FL","34655","PASCO","7278481733","Acute Care Hospitals","Proprietary","Yes"
"100200","BROWARD HEALTH IMPERIAL POINT","6401 N FEDERAL HWY","","","FORT LAUDERDALE","FL","33308","BROWARD","9547768500","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","6500 NEWBERRY RD","","","GAINESVILLE","FL","32605","ALACHUA","3523334100","Acute Care Hospitals","Proprietary","Yes"
"100206","MEMORIAL HOSPITAL OF TAMPA","2901 SWANN AVE","","","TAMPA","FL","33609","HILLSBOROUGH","8138736400","Acute Care Hospitals","Proprietary","Yes"
"100209","KENDALL REGIONAL MEDICAL CENTER","11750 BIRD RD","","","MIAMI","FL","33175","MIAMI-DADE","3052233000","Acute Care Hospitals","Proprietary","Yes"
"100211","PASCO REGIONAL MEDICAL CENTER","13100 FT KING ROAD","","","DADE CITY","FL","33525","PASCO","3525683174","Acute Care Hospitals","Proprietary","Yes"
"100212","OCALA REGIONAL MEDICAL CENTER","1431 SW 1ST AVE","","","OCALA","FL","34478","MARION","3524011000","Acute Care Hospitals","Proprietary","Yes"
"100213","BLAKE MEDICAL CENTER","2020 59TH ST W","","","BRADENTON","FL","34209","MANATEE","9417926611","Acute Care Hospitals","Proprietary","Yes"
"100217","SEBASTIAN RIVER MEDICAL CENTER","13695 US HWY 1","","","SEBASTIAN","FL","32978","INDIAN RIVER","7725893187","Acute Care Hospitals","Proprietary","Yes"
"100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","13681 DOCTOR'S WAY","","","FORT MYERS","FL","33912","LEE","2397685000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"100223","FORT WALTON BEACH MEDICAL CENTER","1000 MAR-WALT DR","","","FORT WALTON BEACH","FL","32547","OKALOOSA","8508621111","Acute Care Hospitals","Proprietary","Yes"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","","","TAMARAC","FL","33321","BROWARD","9547212200","Acute Care Hospitals","Proprietary","Yes"
"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","","","ORANGE PARK","FL","32073","CLAY","9042768500","Acute Care Hospitals","Proprietary","Yes"
"100228","WESTSIDE REGIONAL MEDICAL CENTER","8201 W BROWARD BLVD","","","PLANTATION","FL","33324","BROWARD","9544736600","Acute Care Hospitals","Proprietary","Yes"
"100230","MEMORIAL HOSPITAL PEMBROKE","7800 SHERIDAN ST","","","PEMBROKE PINES","FL","33024","BROWARD","9549629650","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","","","PENSACOLA","FL","32514","ESCAMBIA","8504944000","Acute Care Hospitals","Proprietary","Yes"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","","","PALATKA","FL","32177","PUTNAM","3863268500","Acute Care Hospitals","Proprietary","Yes"
"100234","COLUMBIA HOSPITAL","2201 45TH ST","","","WEST PALM BEACH","FL","33407","PALM BEACH","5618446141","Acute Care Hospitals","Proprietary","Yes"
"100236","FAWCETT MEMORIAL HOSPITAL","21298 OLEAN BLVD","","","PORT CHARLOTTE","FL","33952","CHARLOTTE","9416291181","Acute Care Hospitals","Proprietary","Yes"
"100238","NORTHSIDE HOSPITAL","6000 49TH STREET N","","","SAINT PETERSBURG","FL","33709","PINELLAS","8135215000","Acute Care Hospitals","Proprietary","Yes"
"100239","EDWARD WHITE HOSPITAL","2323 9TH AVE N","","","SAINT PETERSBURG","FL","33713","PINELLAS","7273231111","Acute Care Hospitals","Proprietary","Yes"
"100240","ANNE BATES LEACH EYE HOSPITAL","900 NW 17TH ST","","","MIAMI","FL","33136","MIAMI-DADE","3053266000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"100242","GULF COAST MEDICAL CENTER","449 W 23RD ST","","","PANAMA CITY","FL","32405","BAY","8507477926","Acute Care Hospitals","Proprietary","Yes"
"100243","BRANDON REGIONAL HOSPITAL","119 OAKFIELD DR","","","BRANDON","FL","33511","HILLSBOROUGH","8136815551","Acute Care Hospitals","Proprietary","Yes"
"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","","","CAPE CORAL","FL","33990","LEE","2395742323","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","","","FORT PIERCE","FL","34950","SAINT LUCIE","7724614000","Acute Care Hospitals","Proprietary","Yes"
"100248","LARGO MEDICAL CENTER","201 14TH ST SW","","","LARGO","FL","33770","PINELLAS","7275885200","Acute Care Hospitals","Proprietary","Yes"
"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","6201 N SUNCOAST BLVD","","","CRYSTAL RIVER","FL","34428","CITRUS","3527956560","Acute Care Hospitals","Proprietary","Yes"
"100252","RAULERSON HOSPITAL","1796 HWY 441 NORTH","","","OKEECHOBEE","FL","34972","OKEECHOBEE","8637632151","Acute Care Hospitals","Proprietary","Yes"
"100253","JUPITER MEDICAL CENTER","1210 S OLD DIXIE HWY","","","JUPITER","FL","33458","PALM BEACH","5617472234","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100254","CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","","","TALLAHASSEE","FL","32308","LEON","8506565000","Acute Care Hospitals","Proprietary","Yes"
"100255","TOWN & COUNTRY HOSPITAL","6001 WEBB RD","","","TAMPA","FL","33615","HILLSBOROUGH","8138827159","Acute Care Hospitals","Proprietary","Yes"
"100256","REGIONAL MEDICAL CENTER BAYONET POINT","14000 FIVAY ROAD","","","HUDSON","FL","34667","PASCO","7278192929","Acute Care Hospitals","Proprietary","Yes"
"100258","DELRAY MEDICAL CENTER","5352 LINTON BLVD","","","DELRAY BEACH","FL","33484","PALM BEACH","5614984440","Acute Care Hospitals","Proprietary","Yes"
"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","","","SUN CITY CENTER","FL","33573","HILLSBOROUGH","8136343301","Acute Care Hospitals","Proprietary","Yes"
"100260","ST LUCIE MEDICAL CENTER","1800 SE TIFFANY AVE","","","PORT SAINT LUCIE","FL","34952","SAINT LUCIE","7723354000","Acute Care Hospitals","Proprietary","Yes"
"100264","OAK HILL HOSPITAL","11375 CORTEZ BLVD","","","BROOKSVILLE","FL","34613","HERNANDO","3525966632","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"100265","MEASE COUNTRYSIDE HOSPITAL","3231 MCMULLEN BOOTH RD","","","SAFETY HARBOR","FL","34695","PINELLAS","7277346950","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100266","GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","","","GULF BREEZE","FL","32561","SANTA ROSA","8509342000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"100267","ENGLEWOOD COMMUNITY HOSPITAL","700 MEDICAL BLVD","","","ENGLEWOOD","FL","34223","SARASOTA","9414756571","Acute Care Hospitals","Proprietary","Yes"
"100268","WEST BOCA MEDICAL CENTER","21644 STATE RD 7","","","BOCA RATON","FL","33428","PALM BEACH","5614888000","Acute Care Hospitals","Proprietary","Yes"
"100269","PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","","","LOXAHATCHEE","FL","33470","PALM BEACH","5617534245","Acute Care Hospitals","Proprietary","Yes"
"100275","WELLINGTON REGIONAL MEDICAL CENTER","10101 FOREST HILL BLVD","","","WELLINGTON","FL","33414","PALM BEACH","5617988500","Acute Care Hospitals","Proprietary","Yes"
"100276","BROWARD HEALTH CORAL SPRINGS","3000 CORAL HILLS DR","","","CORAL SPRINGS","FL","33065","BROWARD","9543443000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"100277","DOUGLAS GARDENS HOSPITAL","5200 NE 2ND AVE","","","MIAMI","FL","33137","MIAMI-DADE","3057518626","Acute Care Hospitals","Voluntary non-profit - Private","No"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","","","PEMBROKE PINES","FL","33028","BROWARD","9544365000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"100284","WESTCHESTER GENERAL HOSPITAL","2500 SW 75TH AVE","","","MIAMI","FL","33155","MIAMI-DADE","3052639270","Acute Care Hospitals","Proprietary","Yes"
"100285","MEMORIAL HOSPITAL MIRAMAR","1901 SW 172ND AVE","","","MIRAMAR","FL","33029","BROWARD","9545384810","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","6101 PINE RIDGE ROAD","","","NAPLES","FL","34119","COLLIER","2393484000","Acute Care Hospitals","Proprietary","Yes"
"100287","GOOD SAMARITAN MEDICAL CENTER","1309 N FLAGLER DR","","","WEST PALM BEACH","FL","33401","PALM BEACH","5616555511","Acute Care Hospitals","Proprietary","Yes"
"100288","ST MARY'S MEDICAL CENTER","901 45TH ST","","","WEST PALM BEACH","FL","33407","PALM BEACH","5618406202","Acute Care Hospitals","Proprietary","Yes"
"100289","CLEVELAND CLINIC HOSPITAL","3100 WESTON RD","","","WESTON","FL","33331","BROWARD","9546895000","Acute Care Hospitals","Proprietary","Yes"
"100290","VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL","","","THE VILLAGES","FL","32159","SUMTER","3527518000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100291","WUESTHOFF MEDICAL CENTER - MELBOURNE","250 NORTH WICKHAM ROAD","","","MELBOURNE","FL","32935","BREVARD","3217521200","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","7800 US HWY 98 W","","","MIRAMAR BEACH","FL","32550","WALTON","8502783600","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"100296","DOCTORS HOSPITAL INC","5000 UNIVERSITY DR","","","CORAL GABLES","FL","33146","MIAMI-DADE","3056662111","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"100299","LAKEWOOD RANCH MEDICAL CENTER","8330 LAKEWOOD RANCH BOULEVARD","","","BRADENTON","FL","34202","MANATEE","9417822100","Acute Care Hospitals","Proprietary","Yes"
"100302","ST CLOUD REGIONAL MEDICAL CENTER","2906 17TH STREET","","","SAINT CLOUD","FL","34769","OSCEOLA","4074983432","Acute Care Hospitals","Proprietary","Yes"
"100307","ST VINCENT'S MEDICAL CENTER SOUTHSIDE","4201 BELFORT RD","","","JACKSONVILLE","FL","32216","DUVAL","9042963700","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100313","SACRED HEART HOSPITAL ON THE GULF","3801 E HWY 98","","","PORT SAINT JOE","FL","32456","GULF","8502295600","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100314","WEST KENDALL BAPTIST HOSPITAL","9555 SW 162 AVE","","","MIAMI","FL","33196","MIAMI-DADE","7864672011","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"100315","VIERA HOSPITAL","8745 N WICKHAM RD","","","VIERA","FL","32940","BREVARD","3214349000","Acute Care Hospitals","Proprietary","Yes"
"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","","","PALM BAY","FL","32907","BREVARD","3214348000","Acute Care Hospitals","Proprietary","Yes"
"10057F","VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES","1601 S W ARCHER ROAD","","","GAINESVILLE                   ","FL","32608","","3523761611","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"10063F","TAMPA VA MEDICAL CENTER","13000 BRUCE B DOWNS BLVD.","","","TAMPA                         ","FL","33612","HILLSBOROUGH","8139722000","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"10064F","MIAMI VA MEDICAL CENTER","1201 N W 16TH STREET","","","MIAMI                         ","FL","33125","MIAMI-DADE","3053244455","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"10065F","W PALM BEACH VA MEDICAL CENTER","7305 N. MILITARY TRAIL","","","WEST PALM BEACH               ","FL","33410","PALM BEACH","5614228600","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","Yes"
"101300","FLORIDA HOSPITAL WAUCHULA","533 W CARLTON ST","","","WAUCHULA","FL","33873","HARDEE","8637733101","Critical Access Hospitals","Voluntary non-profit - Church","Yes"
"101301","SHANDS LIVE OAK REGIONAL MEDICAL CENTER","1100 SW 11TH ST","","","LIVE OAK","FL","32060","SUWANNEE","9043621413","Critical Access Hospitals","Proprietary","Yes"
"101302","CAMPBELLTON GRACEVILLE HOSPITAL","5429 COLLEGE DRIVE","","","GRACEVILLE","FL","32440","JACKSON","8502637201","Critical Access Hospitals","Government - State","Yes"
"101303","LAKE BUTLER HOSPITAL HAND SURGERY CENTER","850 E MAIN ST","","","LAKE BUTLER","FL","32054","UNION","3864962323","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"101305","GEORGE E WEEMS MEMORIAL HOSPITAL","135 AVE G","","","APALACHICOLA                  ","FL","32320","FRANKLIN","8506538853","Critical Access Hospitals","Government - Local","Yes"
"101307","DOCTORS MEMORIAL HOSPITAL","2600 HOSPITAL DR","","","BONIFAY","FL","32425","HOLMES","8505471120","Critical Access Hospitals","Government - Hospital District or Authority","Yes"
"101308","NORTHWEST FLORIDA COMMUNITY HOSPITAL","1360 BRICKYARD RD","","","CHIPLEY","FL","32428","WASHINGTON","8506381610","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"101309","HENDRY REGIONAL MEDICAL CENTER","524 W SAGAMORE AVE","","","CLEWISTON","FL","33440","HENDRY","8639023033","Critical Access Hospitals","Voluntary non-profit - Other","Yes"
"101310","SHANDS STARKE REGIONAL MEDICAL CENTER","922 E CALL ST","","","STARKE","FL","32091","BRADFORD","9043682300","Critical Access Hospitals","Proprietary","Yes"
"101312","FISHERMEN'S HOSPITAL","3301 OVERSEAS HWY","","","MARATHON","FL","33050","MONROE","3052896414","Critical Access Hospitals","Proprietary","Yes"
"101313","MARINERS HOSPITAL","91500 OVERSEAS HIGHWAY","","","TAVERNIER","FL","33070","MONROE","3054343000","Critical Access Hospitals","Voluntary non-profit - Private","Yes"
"110001","HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE","","","DALTON","GA","30720","WHITFIELD","7062726105","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110002","UPSON REGIONAL MEDICAL CENTER","801 W GORDON STREET","","","THOMASTON","GA","30286","UPSON","7066478111","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110003","SATILLA REGIONAL MEDICAL CENTER","410 DARLING AVENUE","","","WAYCROSS","GA","31501","WARE","9122872500","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110004","HUTCHESON MEDICAL CENTER","100 GROSS CRESCENT","","","FORT OGLETHORPE","GA","30742","CATOOSA","7068582101","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110005","NORTHSIDE HOSPITAL FORSYTH","1200 NORTHSIDE FORSYTH DRIVE","","","CUMMING","GA","30041","FORSYTH","4048518700","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","","","ATHENS","GA","30606","CLARKE","7063893930","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","417 THIRD AVENUE","","","ALBANY","GA","31703","DOUGHERTY","2293124068","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110008","NORTHSIDE HOSPITAL CHEROKEE","201 HOSPITAL ROAD","","","CANTON","GA","30114","CHEROKEE","7707205298","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110010","EMORY UNIVERSITY HOSPITAL","1364 CLIFTON ROAD, NE","","","ATLANTA","GA","30322","DEKALB","4046868500","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110011","TANNER MEDICAL CENTER - CARROLLTON","705 DIXIE STREET","","","CARROLLTON","GA","30117","CARROLL","7708369580","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","","","VILLA RICA","GA","30180","CARROLL","7704563101","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110016","WEST GEORGIA MEDICAL CENTER","1514 VERNON ROAD","","","LAGRANGE","GA","30240","TROUP","7068821411","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110018","NEWTON MEDICAL CENTER","5126 HOSPITAL DRIVE NE","","","COVINGTON","GA","30014","NEWTON","7707867053","Acute Care Hospitals","Proprietary","Yes"
"110023","GORDON HOSPITAL","1035 RED BUD ROAD","","","CALHOUN","GA","30701","GORDON","7066292895","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"110024","CANDLER HOSPITAL","5353 REYNOLDS STREET","","","SAVANNAH","GA","31412","CHATHAM","9128196000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","2415 PARKWOOD DRIVE","","","BRUNSWICK","GA","31520","GLYNN","9124667000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","","","ELBERTON","GA","30635","ELBERT","7062132535","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110027","COBB MEMORIAL HOSPITAL","577 FRANKLIN SPRINGS STREET","","","ROYSTON","GA","30662","FRANKLIN","7062455034","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110028","UNIVERSITY HOSPITAL","1350 WALTON WAY","","","AUGUSTA","GA","30901","RICHMOND","7067229011","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET","","","GAINESVILLE","GA","30501","HALL","7705353553","Acute Care Hospitals","Government - Local","Yes"
"110030","CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","","","CARTERSVILLE","GA","30120","BARTOW","7703878182","Acute Care Hospitals","Proprietary","Yes"
"110031","SPALDING REGIONAL MEDICAL CENTER","601 SOUTH 8TH STREET","","","GRIFFIN","GA","30223","SPALDING","7702282721","Acute Care Hospitals","Proprietary","Yes"
"110032","STEPHENS COUNTY HOSPITAL","163 HOSPITAL DRIVE","","","TOCCOA","GA","30577","STEPHENS","7062824250","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110034","MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS","1120 15TH STREET","","","AUGUSTA","GA","30912","RICHMOND","7067216569","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110035","WELLSTAR KENNESTONE HOSPITAL","677 CHURCH STREET","","","MARIETTA","GA","30060","COBB","7707935000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110036","MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE","","","SAVANNAH","GA","31403","CHATHAM","9123508000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","915 GORDON AVENUE & MIMOSA DRIVE","","","THOMASVILLE","GA","31792","THOMAS","2292282880","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110039","TRINITY HOSPITAL OF AUGUSTA","2260 WRIGHTSBORO RD","","","AUGUSTA","GA","30904","RICHMOND","7064817000","Acute Care Hospitals","Proprietary","Yes"
"110040","NORTHRIDGE MEDICAL CENTER","70 MEDICAL CENTER DRIVE","","","COMMERCE","GA","30529","JACKSON","7063351101","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110041","HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH","","","DEMOREST","GA","30535","HABERSHAM","7067542161","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110042","WELLSTAR PAULDING HOSPITAL","600 W MEMORIAL DR","","","DALLAS","GA","30132","PAULDING","7704454411","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","11705 MERCY BOULEVARD","","","SAVANNAH","GA","31419","CHATHAM","9128194100","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110044","PHOEBE SUMTER MEDICAL CENTER","126 HIGHWAY 280 W","","","AMERICUS","GA","31719","SUMTER","2299311280","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110045","BARROW REGIONAL MEDICAL CENTER","316 NORTH BROAD STREET","","","WINDER","GA","30680","BARROW","7703075210","Acute Care Hospitals","Proprietary","Yes"
"110046","CLEARVIEW  REGIONAL MEDICAL CENTER","2151 WEST SPRING STREET","","","MONROE","GA","30655","WALTON","7702671792","Acute Care Hospitals","Proprietary","Yes"
"110050","MURRAY MEDICAL CENTER","707 OLD DALTON ELLIJAY ROAD, PO BOX 1406","","","CHATSWORTH","GA","30705","MURRAY","7065172031","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110051","UNION GENERAL HOSPITAL","35 HOSPITAL ROAD","","","BLAIRSVILLE","GA","30512","UNION","7067452111","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110054","FLOYD MEDICAL CENTER","304 TURNER MCCALL BLVD P O BOX 233","","","ROME","GA","30162","FLOYD","7065096900","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110059","HART COUNTY HOSPITAL","138 W GIBSON STREET,  P O BOX 280","","","HARTWELL","GA","30643","HART","7068566113","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110064","MEDICAL CENTER, THE","710 CENTER ST BOX 951","","","COLUMBUS","GA","31901","MUSCOGEE","7065711000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110069","HOUSTON MEDICAL CENTER","1601 WATSON BOULEVARD","","","WARNER ROBINS","GA","31093","HOUSTON","4789224281","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110071","APPLING HOSPITAL","163 E TOLLISON STREET","","","BAXLEY","GA","31513","APPLING","9123679841","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110073","DORMINY MEDICAL CENTER","200 PERRY HOUSE ROAD, BOX 1447","","","FITZGERALD","GA","31750","BEN HILL","2294247100","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110074","ATHENS REGIONAL MEDICAL CENTER","1199 PRINCE AVENUE","","","ATHENS","GA","30606","CLARKE","7064757000","Acute Care Hospitals","Voluntary non-profit - Other","Yes"
"110075","EAST GEORGIA REGIONAL MEDICAL CENTER","1499 FAIR ROAD","","","STATESBORO","GA","30458","BULLOCH","9124861500","Acute Care Hospitals","Proprietary","Yes"
"110076","DEKALB MEDICAL CENTER","2701 N DECATUR ROAD","","","DECATUR","GA","30033","DEKALB","4045011000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110078","EMORY UNIVERSITY HOSPITAL MIDTOWN","550 PEACHTREE ST NE","","","ATLANTA","GA","30308","FULTON","4046864411","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110079","GRADY MEMORIAL HOSPITAL","80 JESSE HILL, JR DRIVE SE","","","ATLANTA","GA","30303","FULTON","4046164252","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD","","","ATLANTA","GA","30342","FULTON","6788435720","Acute Care Hospitals","Voluntary non-profit - Church","Yes"
"110083","PIEDMONT HOSPITAL","1968 PEACHTREE RD NW","","","ATLANTA","GA","30309","FULTON","4046055000","Acute Care Hospitals","Voluntary non-profit - Private","Yes"
"110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","610 SPARTA ROAD","","","SANDERSVILLE","GA","31082","WASHINGTON","4782402100","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110087","GWINNETT MEDICAL CENTER","1000 MEDICAL CENTER BOULEVARD","","","LAWRENCEVILLE","GA","30045","GWINNETT","6784424310","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110089","COFFEE REGIONAL MEDICAL CENTER","1101 OCILLA ROAD","","","DOUGLAS","GA","31533","COFFEE","2293841900","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","","","CONYERS","GA","30012","ROCKDALE","7709183000","Acute Care Hospitals","Proprietary","Yes"
"110092","DODGE COUNTY HOSPITAL","901 GRIFFIN AVE","","","EASTMAN","GA","31023","DODGE","4784484067","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110095","TIFT REGIONAL MEDICAL CENTER","901 E 18TH STREET","","","TIFTON","GA","31793","TIFT","2293827120","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110100","JEFFERSON HOSPITAL","1067 PEACHTREE ST","","","LOUISVILLE","GA","30434","JEFFERSON","4786257000","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110101","MEMORIAL HOSPITAL OF ADEL INC","706 N PARRISH","","","ADEL","GA","31620","COOK","2298968077","Acute Care Hospitals","Proprietary","Yes"
"110104","CRISP REGIONAL HOSPITAL","902 7TH STREET NORTH","","","CORDELE","GA","31015","CRISP","2292763100","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110105","COLQUITT REGIONAL MEDICAL CENTER","3131 THOMASVILLE HWY BOX 40","","","MOULTRIE","GA","31768","COLQUITT","2299853420","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110107","MEDICAL CENTER OF CENTRAL GEORGIA","777 HEMLOCK STREET","","","MACON","GA","31201","BIBB","4786336805","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110109","EMANUEL MEDICAL CENTER","117 KITE ROAD","","","SWAINSBORO","GA","30401","EMANUEL","4782891304","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110111","MCDUFFIE REGIONAL MEDICAL CENTER","521 HILL STREET, SW","","","THOMSON","GA","30824","MCDUFFIE","7065951411","Acute Care Hospitals","Government - Hospital District or Authority","Yes"
"110112","BERRIEN COUNTY HOSPITAL","1221 EAST MCPHERSON STREET","","","NASHVILLE","GA","31639","BERRIEN","2295437100","Acute Care Hospitals","Proprietary","Yes"
